current_row_id,current_material_label,pollutant,temperature,solution_ph,initial_concentration,response,match_method,source_paper,source_row_id,source_record_uid,source_material_label,source_reference,verified_material_group,source_study_id,source_citation,source_doi_or_url,material_identity_evidence,provenance_confidence,original_material_label,grouping_rule
624,RSB, Cd2+,20,6.0,0.132704884,0.132704884,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
625,RSB, Cd2+,20,6.0,0.185639801,0.185639801,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
626,RSB, Cd2+,20,6.0,0.228649391,0.228649391,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
627,RSB, Cd2+,20,6.0,0.470297269,0.374220407,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
628,RSB, Cd2+,20,6.0,0.700946446,0.398482252,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
629,RSB, Cd2+,20,6.0,0.860574593,0.405099102,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
630,RSB, Cd2+,30,6.0,0.104342204,0.104239276,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
631,RSB, Cd2+,30,6.0,0.16587081,0.165356169,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
632,RSB, Cd2+,30,6.0,0.228100668,0.219672004,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
633,RSB, Cd2+,30,6.0,0.527155498,0.389266222,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
634,RSB, Cd2+,30,6.0,0.740184708,0.424675945,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
635,RSB, Cd2+,30,6.0,0.905620986,0.44655044,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
636,RSB, Cd2+,30,6.0,1.082714527,0.465008985,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
637,RSB, Cd2+,30,6.0,1.32392305,0.464679744,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
638,RSB, Cd2+,30,6.0,1.604529615,0.465996744,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
639,RSB, Cd2+,40,6.0,0.10661867,0.106518192,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
640,RSB, Cd2+,40,6.0,0.128201426,0.127978143,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
641,RSB, Cd2+,40,6.0,0.325968015,0.317204146,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
642,RSB, Cd2+,40,6.0,0.479764521,0.447879664,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
643,RSB, Cd2+,40,6.0,0.741831278,0.511949951,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
644,RSB, Cd2+,40,6.0,0.920937079,0.519484868,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
645,RSB, Cd2+,40,6.0,1.09787969,0.521161249,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
646,RSB, Cd2+,40,6.0,1.347319989,0.52076986,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
647,RSB, Cd2+,40,6.0,1.568938493,0.522376176,unresolved,,,,,,Huang2021::RSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,RSB,source study + source-specific material label
648,SSB, Cd2+,20,6.0,0.081797777,0.009642524,unresolved,,,,,,Huang2021::SSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,SSB,source study + source-specific material label
649,SSB, Cd2+,20,6.0,0.203097525,0.020280405,unresolved,,,,,,Huang2021::SSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,SSB,source study + source-specific material label
650,SSB, Cd2+,20,6.0,0.301763084,0.022706588,unresolved,,,,,,Huang2021::SSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,SSB,source study + source-specific material label
651,SSB, Cd2+,20,6.0,0.437719351,0.028865362,unresolved,,,,,,Huang2021::SSB,Huang2021,"Huang et al., Magnetic biochars have lower adsorption but higher separation effectiveness for Cd2+ from aqueous solution compared to nonmagnetic biochars, Environmental Pollution 275 (2021) 116485.",https://doi.org/10.1016/j.envpol.2021.116485,RSB and SSB identities and Cd adsorption series are present in the official Supporting Information.,high material identity; high row provenance,SSB,source study + source-specific material label
